Book Name,Fiction
"...Goldsmith's The traveller and The deserted village, and Gray's Elegy in a country  churchyard",False
NORTHERN STUDIES,False
Grammatica della lingua Tedesca ad uso degli Italiani,False
"Molasses, feed and industrial",False
In the Queen's Words,False
French,False
Acta Physico-Medica Academiae Caesareae Leopoldino-Carolinae,False
International Sunday school lessons,False
Inferno.,True
Government quality and productivity--success stories,False
Top 50 reasons to care about giant pandas,False
Le miroir des lettres,False
Register of the Department of Justice ...,False
Ædes Barberinæ ad Qvirinalem,False
Fault Is Of The Sufferer (In Punjabi),False
"Menticulture, or, The A-B-C of true living",False
Billy Between,True
Hamlet,True
Nachlese,False
Curriculum trends in Canadian education,False
"Sons, mothers and other lovers",False
Orchid sweet peas,False
Uma questão de confiança,False
Criminal justice in action,False
Creativity in the R&D laboratory,False
Kwanmun tungso,False
Pride and Prejudice,True
"Historical account of the most celebrated voyages, travels, and discoveries, from the time of ...",False
Redwulf's Curse,True
Die Quellen zu Heinrich von Kleists Michael Kohlhaas,False
Moral judgment and delinquency,False
Spin Tactics,False
Learn iOS 8 App Development,False
"Deutschlands Geschichtsquellen im Mittelalter, von der Mitte des 13en bis zum Ende des 14en ...",False
"The past and present of Warren County, Illinois, containing a history of the county--its cities, towns &c",False
Plant Physiology,False
Making kitchen cabinet accessories,False
A la nacion. La Sociedad de Artesanos que ha tenido la complacencia de emitir francamente su voto ..,False
East Coast Australia handbook,False
Die Ordensburg,True
The land and people of Scotland,False
Fabuleux La Fontaine.(CRIN 31),False
Thy Kingdom Come,False
Mother Gave a Shout,False
Madame Du Barry,False
An experimental study of two strategies for modifying impulsivity of children ages eight through eleven.,False
"Statistical analysis of the annual average f.o.b. prices of canned asparagus, 1925-26 to 1948-49",False
Maggie Jordan,True
Minnow And The Bear,True
Extempore speech,False
Wallanders erster Fall und andere Erzählungen,True
El Cuaderno De Noah,True
El dicernimiento cristiana : por una conciencia crítica,False
"Psalms and Hymns, for Christian Use and Worship",False
Changing Tides,False
"Scour about a single, cylindrical pile due to random waves and current",False
Teamwork in Neurology (Therapy in Practice),False
Das Spiel,True
Madame de la Suze,False
Russkaia kriticheskaia literatura o proizvedeniiakh N. V. Gogolia: khronologicheskii sbornik ...,False
The Bantu composers of southern Africa : supplement,False
The angel in the marble,False
Love Sonnets of an Office Boy,False
Breach of trust,True
Evolution theory of the origin of worlds,False
"Moments harsh, moments gentle.",True
Gewagtes Leben,False
Chinese foreign policy in an age of transition,False
Mediter 108 Lecons De Pleine C     Fl,False
Using the Booch method,False
Federal Staff Directory,False
Handbuch einer historisch- statistisch- geographischen Beschreibung des Herzogthums Oldenburg ...,False
Picturescape,True
Traité de l'auscultation médiate et des maladies des poumons et du coeur,False
Les fêtards,False
The science of nutrition,False
Man of two revolutions,False
Story of Stonehenge,False
Pictures of travel,False
The last words and dying testimonies of the Scots worthies,False
Parler d'amour au bord du gouffre,False
Women in the Japanese workplace,False
Get out or get in line,False
Lyubovnitsy,False
Darwin's microscope,True
On the treatment of wounds,False
Christmas sweets and holiday treats,False
Digest of Agricultural Census Statistics United Kingdom 1995,False
Le docteur Crook vous parle-- des enfants difficiles,False
The dawdlewalk,True
Lectures on the pathological anatomy of the nervous system.,False
If it takes forever,False
Licensed practical nurse.,False
Gnomes,False
Plank floor and roof construction,False
Integrity of Republican administration,False
Fairytails: Cinderella,True
Latin America,False
Layamon's Brut vol II text (lines 8021-end) (Early English Text Society Original Series),False
Butterflies and Moths,False
Children's department ...,False
The surprise party,True
Xiang yang lan yi yang jing ying xing fu ren sheng,False
Steps To The Altar,False
Theoretical aerodynamics,False
The right of the house of Stewart to the crown of Scotland consider'd.,False
The story of the new priest in Conception Bay,False
A Shoemaker's Story,False
Valley of Gold,True
Archiv fuer psychiatrie und nervenkrankheiten,False
Spokesman for the kingdom,False
Shingle Style,False
The Oxford W.E.B. Du Bois reader,False
A discourse on the establishment of  a national and constitutional force in England,False
The Secrets war,False
Ellen Glasgow.,False
Quan guo ji suan ji deng ji kao shi yi ben tong,False
Germany,False
Camp Rock 2 The Final Jam Band Together,True
Bai bian Madelian,False
Transparency masters to accompany Classical and object-oriented software engineering,False
At The Carnival,True
Aurora Roja: Novela,False
U.S. Intelligence at the crossroads,False
100 things to do in Los Angeles before you die,False
I Came Out Sideways,False
The poems and written addresses of Mary T. Lathrap ...,False
Cytokine Knockouts,False
Modelling the mind,False
The new business arithmetic,False
Histoire de la Commune.,False
Inland Glass Company,False
Me moire sur l'Albanie,False
Divorce is the worst,True
Exploring Painting,False
The philosophy of Hobbes in extracts and notes collated from his writings,False
Living with books / Alan Powers.,False
Understanding your cooperatives,False
To the electors of Glengarry,False
Leadership and isolation,False
The Life with God Bible NRSV,False
Novell Netware simplified,False
Essential Fishing for Teens (High Interest Books: Outdoor Life),False
Tilman Riemenschneider,True
Meat dishes at low cost,False
Homeopathy in primary care,False
Chemistry,False
The harvest gypsies,False
Belgium and Greece,False
"Grow it, cook it, eat it",False
Through Russian Central Asia,False
Medicaid quality control,False
Rélation de ce qui s'est passé dans la ville d'Avignon a l'arrivée et pendant le séjour du serenisseme infant don Philippe de Bourbon gendre du roy de France au mois de février 1744,False
Friedrich Chopin als Mensch und als Musiker,False
Desert gold,True
Answer Guy,False
