customer_id,state,sex,age,occupation,family_size,income,ad_type,ad_medium,ad_response,items_purchased,drinks_purchased,Occurance,ad_type_id,ad_medium_id
9836,KS,F,39.0,IT,2,133444,BOGO - Baja Blast,15 sec YouTube ad,1,"['steak garlic nacho fries', 'cheesy gordita crunch', 'mexican pizza']","['baja blast', 'baja blast', 'brisk']",1.0,5.0,1.0
1107,SC,M,39.0,Government,4,86746,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Instagram photo ad,0,"['crunchwrap supreme', 'spicy potato soft taco', 'cinnamon twists', 'beefy 5 layer burrito', 'spicy potato soft taco']","['brisk', 'mountain dew', 'mountain dew', 'pepsi', 'baja blast']",0.0,7.0,0.0
9661,IL,M,42.0,Government,1,87731,DISCOUNT-10%,Instagram photo ad,0,"['chicken quesadilla', 'beefy 5 layer burrito']","['brisk', 'pepsi']",0.0,1.0,0.0
6648,TX,F,33.0,Food Service,4,32632,BOGO - Baja Blast,15 sec YouTube ad,1,"['cinnamon twists', 'cinnamon twists', 'soft taco', 'cravings box', 'crunchy taco']","['baja blast', 'baja blast', 'diet pepsi', 'mug root beer', 'brisk']",0.0,5.0,1.0
8422,CA,M,22.0,Healthcare,0,63248,DISCOUNT-50%,15 sec TikTok ad,1,['mexican pizza'],['diet pepsi'],0.0,6.0,5.0
6851,CO,F,18.0,Retail,2,32598,DISCOUNT-50%,15 sec YouTube ad,1,"['crunchwrap supreme', 'spicy potato soft taco', 'crunchwrap supreme']","['pepsi', 'pepsi', 'diet pepsi']",0.0,6.0,1.0
6076,AL,M,58.0,Government,1,125165,BOGO - Garlic Steak Nacho Fries,30 sec Hulu commercial,1,"['steak garlic nacho fries', 'steak garlic nacho fries']","['baja blast', 'pepsi']",2.0,2.0,4.0
4756,NH,F,36.0,Education,2,62886,BOGO - Baja Blast,Instagram photo ad,1,"['spicy potato soft taco', 'cheesy gordita crunch', 'mexican pizza']","['baja blast', 'baja blast', 'pepsi']",0.0,5.0,0.0
7513,TX,F,19.0,Student,0,14596,DISCOUNT-10%,15 sec YouTube ad,1,['mexican pizza'],['gatorade'],0.0,1.0,1.0
9324,TX,M,24.0,Student,2,15772,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,1,"['steak garlic nacho fries', 'mexican pizza', 'cheesy gordita crunch', 'cheesy bean and rice burrito', 'nachos bellgrande', 'cravings box', 'cravings box', 'spicy potato soft taco', 'soft taco']","['starry', 'mountain dew', 'brisk']",1.0,7.0,1.0
3352,OR,M,37.0,Retail,3,40380,DISCOUNT-20%,15 sec YouTube ad,1,"['cheesy gordita crunch', 'cheesy bean and rice burrito', 'nachos bellgrande', 'crunchy taco']","['gatorade', 'starry', 'gatorade', 'gatorade']",0.0,0.0,1.0
3697,TX,M,20.0,Student,1,14064,DISCOUNT-20%,15 sec TikTok ad,0,"['beefy 5 layer burrito', 'nachos bellgrande']","['diet pepsi', 'baja blast']",0.0,0.0,5.0
3055,OR,F,32.0,Government,1,69669,DISCOUNT-10%,15 sec YouTube ad,1,"['spicy potato soft taco', 'cinnamon twists']","['pepsi', 'mountain dew']",0.0,1.0,1.0
7878,DE,M,24.0,Student,0,16052,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,1,"['steak garlic nacho fries', 'beefy 5 layer burrito', 'chalupa supreme', 'crunchwrap supreme', 'crunchy taco', 'crunchwrap supreme', 'soft taco', 'steak garlic nacho fries', 'cheesy bean and rice burrito']",['gatorade'],2.0,7.0,1.0
9835,DE,M,29.0,IT,3,97177,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Instagram photo ad,0,"['nachos bellgrande', 'crunchy taco', 'soft taco', 'chicken quesadilla']","['mug root beer', 'diet pepsi', 'mountain dew', 'diet pepsi']",0.0,7.0,0.0
7218,CO,M,28.0,Retail,1,35113,DISCOUNT-50%,15 sec YouTube ad,1,"['crunchwrap supreme', 'crunchwrap supreme']","['starry', 'brisk']",0.0,6.0,1.0
9558,NH,F,33.0,Government,1,75238,DISCOUNT-50%,Instagram photo ad,1,"['cheesy gordita crunch', 'cheesy bean and rice burrito']","['mountain dew', 'mountain dew']",0.0,6.0,0.0
6637,AR,F,18.0,Retail,0,29526,BOGO - Baja Blast,15 sec TikTok ad,0,['cravings box'],['diet pepsi'],0.0,5.0,5.0
1361,OK,M,41.0,Government,1,88382,DISCOUNT-20%,Instagram photo ad,1,"['crunchwrap supreme', 'mexican pizza']","['mug root beer', 'iced tea']",0.0,0.0,0.0
7595,NY,M,48.0,Retail,0,49068,DISCOUNT-5%,Static Facebook ad,0,['mexican pizza'],['gatorade'],0.0,3.0,3.0
3076,UT,F,50.0,Retail,3,48655,BOGO - Garlic Steak Nacho Fries,Static Facebook ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries', 'spicy potato soft taco', 'mexican pizza']","['mountain dew', 'brisk', 'starry', 'pepsi']",2.0,2.0,3.0
3219,KS,M,40.0,Government,1,84916,DISCOUNT-5%,15 sec YouTube ad,0,"['chalupa supreme', 'steak garlic nacho fries']","['iced tea', 'baja blast']",1.0,3.0,1.0
5221,SC,F,45.0,Food Service,1,37482,REWARD - Free Baja Blast with purchase of $20 or more,30 sec Hulu commercial,0,"['steak garlic nacho fries', 'chicken quesadilla']","['pepsi', 'gatorade']",1.0,4.0,4.0
6946,TX,M,27.0,Education,1,51153,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec TikTok ad,0,"['crunchy taco', 'chalupa supreme']","['baja blast', 'brisk']",0.0,7.0,5.0
4433,OH,M,29.0,Retail,3,34366,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,0,"['crunchwrap supreme', 'steak garlic nacho fries', 'crunchwrap supreme', 'crunchy taco']","['starry', 'brisk', 'mountain dew', 'baja blast']",1.0,2.0,1.0
8413,MA,F,33.0,Healthcare,2,101606,BOGO - Baja Blast,15 sec YouTube ad,1,"['beefy 5 layer burrito', 'chicken quesadilla', 'soft taco']","['baja blast', 'baja blast', 'starry']",0.0,5.0,1.0
5468,PA,F,35.0,Unemployed,4,0,DISCOUNT-10%,Instagram photo ad,0,"['mexican pizza', 'cravings box', 'cheesy bean and rice burrito', 'cinnamon twists', 'crunchwrap supreme']","['brisk', 'diet pepsi', 'mug root beer', 'iced tea', 'mug root beer']",0.0,1.0,0.0
4450,MI,F,26.0,Unemployed,0,0,DISCOUNT-20%,15 sec TikTok ad,0,['beefy 5 layer burrito'],['mountain dew'],0.0,0.0,5.0
1333,TX,M,23.0,Government,2,57220,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,1,"['steak garlic nacho fries', 'chicken quesadilla', 'mexican pizza', 'beefy 5 layer burrito', 'spicy potato soft taco', 'cheesy gordita crunch', 'cinnamon twists', 'cinnamon twists', 'spicy potato soft taco']","['baja blast', 'baja blast', 'baja blast']",1.0,7.0,1.0
5986,TX,F,27.0,Education,0,45345,DISCOUNT-50%,15 sec YouTube ad,1,['crunchy taco'],['baja blast'],0.0,6.0,1.0
7593,OR,F,25.0,Education,2,49282,BOGO - Baja Blast,15 sec YouTube ad,1,"['chicken quesadilla', 'nachos bellgrande', 'crunchwrap supreme']","['baja blast', 'baja blast', 'mountain dew']",0.0,5.0,1.0
7818,CA,F,34.0,Unemployed,2,0,BOGO - Baja Blast,15 sec YouTube ad,1,"['steak garlic nacho fries', 'cheesy gordita crunch', 'soft taco']","['baja blast', 'baja blast', 'pepsi']",1.0,5.0,1.0
7319,TX,M,24.0,IT,1,82838,REWARD - Free Baja Blast with purchase of $20 or more,15 sec YouTube ad,1,"['beefy 5 layer burrito', 'chalupa supreme', 'soft taco', 'cheesy gordita crunch', 'cheesy gordita crunch', 'cheesy gordita crunch', 'beefy 5 layer burrito', 'cravings box']","['baja blast', 'mountain dew']",0.0,4.0,1.0
2151,VA,M,53.0,Food Service,1,41160,BOGO - Garlic Steak Nacho Fries,Static Facebook ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries']","['diet pepsi', 'baja blast']",2.0,2.0,3.0
5138,CA,F,36.0,Retail,1,36566,BOGO - Garlic Steak Nacho Fries,Instagram photo ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries']","['baja blast', 'mountain dew']",2.0,2.0,0.0
886,CA,F,30.0,IT,4,98179,DISCOUNT-50%,15 sec YouTube ad,0,"['cravings box', 'steak garlic nacho fries', 'steak garlic nacho fries', 'cheesy bean and rice burrito', 'chicken quesadilla']","['diet pepsi', 'pepsi', 'starry', 'brisk', 'brisk']",2.0,6.0,1.0
1450,NV,M,43.0,Healthcare,3,144782,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Instagram photo ad,0,"['cheesy bean and rice burrito', 'chalupa supreme', 'cravings box', 'beefy 5 layer burrito']","['mountain dew', 'mountain dew', 'baja blast', 'brisk']",0.0,7.0,0.0
655,ND,M,32.0,Unemployed,2,0,REWARD - Free Baja Blast with purchase of $20 or more,15 sec YouTube ad,1,"['beefy 5 layer burrito', 'spicy potato soft taco', 'spicy potato soft taco', 'cravings box', 'soft taco', 'mexican pizza', 'cinnamon twists', 'nachos bellgrande']","['baja blast', 'starry', 'diet pepsi']",0.0,4.0,1.0
714,TX,F,34.0,Healthcare,1,99324,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries']","['baja blast', 'mountain dew']",2.0,2.0,1.0
7364,IL,M,27.0,Retail,0,36853,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,0,['cinnamon twists'],['pepsi'],0.0,7.0,1.0
1102,TX,M,29.0,Government,2,69091,DISCOUNT-5%,15 sec YouTube ad,1,"['crunchwrap supreme', 'mexican pizza', 'steak garlic nacho fries']","['mug root beer', 'baja blast', 'starry']",1.0,3.0,1.0
3807,ME,F,46.0,Government,1,93881,BOGO - Baja Blast,Static Facebook ad,0,"['chicken quesadilla', 'spicy potato soft taco']","['pepsi', 'mountain dew']",0.0,5.0,3.0
7164,GA,M,43.0,Food Service,3,38356,BOGO - Baja Blast,Instagram photo ad,1,"['nachos bellgrande', 'steak garlic nacho fries', 'cheesy bean and rice burrito', 'cheesy gordita crunch']","['baja blast', 'baja blast', 'brisk', 'pepsi']",1.0,5.0,0.0
9860,NH,M,46.0,Government,3,105004,REWARD - Free Baja Blast with purchase of $20 or more,30 sec Hulu commercial,0,"['soft taco', 'steak garlic nacho fries', 'chalupa supreme', 'nachos bellgrande']","['mug root beer', 'baja blast', 'starry', 'pepsi']",1.0,4.0,4.0
6948,CA,F,23.0,Student,1,13538,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,0,"['cinnamon twists', 'steak garlic nacho fries']","['brisk', 'mug root beer']",1.0,7.0,1.0
2767,IL,F,51.0,Food Service,1,43725,DISCOUNT-50%,Static Facebook ad,1,"['cheesy gordita crunch', 'cinnamon twists']","['baja blast', 'gatorade']",0.0,6.0,3.0
599,KY,F,52.0,Healthcare,3,194627,DISCOUNT-5%,30 sec Hulu commercial,0,"['mexican pizza', 'cheesy bean and rice burrito', 'beefy 5 layer burrito', 'crunchwrap supreme']","['baja blast', 'diet pepsi', 'starry', 'mountain dew']",0.0,3.0,4.0
2335,CA,M,39.0,Education,0,63955,DISCOUNT-5%,15 sec YouTube ad,1,['crunchy taco'],['diet pepsi'],0.0,3.0,1.0
1820,FL,F,64.0,Healthcare,2,266447,BOGO - Baja Blast,30 sec cable TV ad,1,"['steak garlic nacho fries', 'chalupa supreme', 'soft taco']","['baja blast', 'baja blast', 'baja blast']",1.0,5.0,2.0
456,NC,F,38.0,Healthcare,3,108186,REWARD - Free Baja Blast with purchase of $20 or more,Instagram photo ad,0,"['crunchy taco', 'soft taco', 'soft taco', 'spicy potato soft taco']","['baja blast', 'brisk', 'baja blast', 'mountain dew']",0.0,4.0,0.0
838,TX,M,23.0,Student,0,14843,DISCOUNT-10%,15 sec TikTok ad,0,['crunchy taco'],['brisk'],0.0,1.0,5.0
7151,AL,M,45.0,Other,3,71923,DISCOUNT-10%,30 sec Hulu commercial,0,"['crunchy taco', 'chicken quesadilla', 'cheesy gordita crunch', 'spicy potato soft taco']","['brisk', 'iced tea', 'brisk', 'gatorade']",0.0,1.0,4.0
7263,MI,F,22.0,Unemployed,0,0,DISCOUNT-10%,15 sec TikTok ad,0,['cheesy bean and rice burrito'],['diet pepsi'],0.0,1.0,5.0
8356,PA,M,43.0,Retail,2,42490,DISCOUNT-20%,15 sec YouTube ad,0,"['cravings box', 'chalupa supreme', 'steak garlic nacho fries']","['pepsi', 'gatorade', 'iced tea']",1.0,0.0,1.0
7832,NH,F,52.0,Food Service,5,45082,DISCOUNT-50%,Static Facebook ad,1,"['steak garlic nacho fries', 'cinnamon twists', 'nachos bellgrande', 'cheesy bean and rice burrito', 'cheesy bean and rice burrito', 'beefy 5 layer burrito']","['brisk', 'mug root beer', 'iced tea', 'diet pepsi', 'starry', 'mountain dew']",1.0,6.0,3.0
4827,TX,M,27.0,Government,0,64310,DISCOUNT-20%,15 sec YouTube ad,0,['mexican pizza'],['gatorade'],0.0,0.0,1.0
2666,AZ,F,40.0,Healthcare,0,119421,BOGO - Baja Blast,15 sec YouTube ad,1,['nachos bellgrande'],"['baja blast', 'baja blast']",0.0,5.0,1.0
8840,MN,F,37.0,Government,1,81882,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries']","['mug root beer', 'iced tea']",2.0,2.0,1.0
1725,WI,M,54.0,Government,0,111065,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,30 sec Hulu commercial,0,['cravings box'],['pepsi'],0.0,7.0,4.0
9991,NV,M,25.0,Government,1,62826,BOGO - Garlic Steak Nacho Fries,15 sec TikTok ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries']","['baja blast', 'mug root beer']",2.0,2.0,5.0
7781,ME,M,52.0,Retail,0,49782,BOGO - Garlic Steak Nacho Fries,Static Facebook ad,0,['spicy potato soft taco'],['iced tea'],0.0,2.0,3.0
8408,AL,M,60.0,Government,2,131772,DISCOUNT-10%,Newspaper ad,0,"['crunchwrap supreme', 'crunchy taco', 'soft taco']","['brisk', 'mountain dew', 'baja blast']",0.0,1.0,6.0
8926,AR,F,35.0,Retail,2,41441,REWARD - Free Baja Blast with purchase of $20 or more,Instagram photo ad,0,"['beefy 5 layer burrito', 'chalupa supreme', 'chicken quesadilla']","['brisk', 'baja blast', 'mountain dew']",0.0,4.0,0.0
5044,CA,F,23.0,Retail,1,33720,BOGO - Baja Blast,15 sec TikTok ad,1,"['beefy 5 layer burrito', 'crunchwrap supreme']","['baja blast', 'baja blast']",0.0,5.0,5.0
7155,IL,M,37.0,Retail,5,38266,DISCOUNT-20%,Instagram photo ad,0,"['cheesy gordita crunch', 'beefy 5 layer burrito', 'chicken quesadilla', 'soft taco', 'chicken quesadilla', 'spicy potato soft taco']","['pepsi', 'mountain dew', 'pepsi', 'mug root beer', 'mug root beer', 'iced tea']",0.0,0.0,0.0
1958,SD,F,47.0,Government,1,103535,DISCOUNT-10%,Static Facebook ad,0,"['steak garlic nacho fries', 'crunchy taco']","['gatorade', 'mountain dew']",1.0,1.0,3.0
3665,ND,M,31.0,Food Service,1,31207,DISCOUNT-50%,15 sec YouTube ad,0,"['mexican pizza', 'cinnamon twists']","['mug root beer', 'diet pepsi']",0.0,6.0,1.0
8580,HI,F,52.0,Government,2,123469,REWARD - Free Baja Blast with purchase of $20 or more,Static Facebook ad,0,"['crunchy taco', 'beefy 5 layer burrito', 'soft taco']","['mug root beer', 'brisk', 'iced tea']",0.0,4.0,3.0
8127,NY,F,24.0,Healthcare,2,70375,DISCOUNT-5%,15 sec YouTube ad,1,"['cinnamon twists', 'chicken quesadilla', 'spicy potato soft taco']","['iced tea', 'mountain dew', 'gatorade']",0.0,3.0,1.0
8115,NE,F,50.0,Retail,1,47810,REWARD - Free Baja Blast with purchase of $20 or more,Static Facebook ad,0,"['spicy potato soft taco', 'beefy 5 layer burrito']","['mug root beer', 'diet pepsi']",0.0,4.0,3.0
7881,KY,F,49.0,Other,2,80593,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Static Facebook ad,0,"['chicken quesadilla', 'crunchy taco', 'mexican pizza']","['baja blast', 'brisk', 'diet pepsi']",0.0,7.0,3.0
9637,NC,F,54.0,Healthcare,1,184366,BOGO - Garlic Steak Nacho Fries,Static Facebook ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries']","['iced tea', 'mountain dew']",2.0,2.0,3.0
3645,GA,M,30.0,Healthcare,2,80038,REWARD - Free Baja Blast with purchase of $20 or more,Instagram photo ad,0,"['mexican pizza', 'cinnamon twists', 'nachos bellgrande']","['mug root beer', 'starry', 'mug root beer']",0.0,4.0,0.0
1607,GA,F,44.0,Retail,0,45509,DISCOUNT-10%,Static Facebook ad,0,['beefy 5 layer burrito'],['pepsi'],0.0,1.0,3.0
5559,MI,M,40.0,Government,1,90326,DISCOUNT-20%,15 sec YouTube ad,1,"['crunchy taco', 'cheesy gordita crunch']","['pepsi', 'baja blast']",0.0,0.0,1.0
1365,WY,M,57.0,Retail,2,58361,DISCOUNT-20%,30 sec Hulu commercial,0,"['crunchwrap supreme', 'chicken quesadilla', 'cinnamon twists']","['brisk', 'brisk', 'baja blast']",0.0,0.0,4.0
7894,VA,F,49.0,Retail,1,44924,DISCOUNT-50%,Static Facebook ad,1,"['beefy 5 layer burrito', 'cheesy gordita crunch']","['mountain dew', 'iced tea']",0.0,6.0,3.0
1986,AL,F,37.0,Government,0,86396,REWARD - Free Baja Blast with purchase of $20 or more,15 sec YouTube ad,0,['spicy potato soft taco'],['mug root beer'],0.0,4.0,1.0
9201,CA,F,21.0,Student,0,14344,DISCOUNT-10%,15 sec YouTube ad,1,['cinnamon twists'],['diet pepsi'],0.0,1.0,1.0
7207,HI,F,52.0,Other,1,80396,DISCOUNT-10%,Static Facebook ad,0,"['cheesy gordita crunch', 'crunchwrap supreme']","['brisk', 'starry']",0.0,1.0,3.0
215,MI,F,39.0,Healthcare,2,107969,REWARD - Free Baja Blast with purchase of $20 or more,Instagram photo ad,0,"['cheesy bean and rice burrito', 'beefy 5 layer burrito', 'mexican pizza']","['pepsi', 'mountain dew', 'mug root beer']",0.0,4.0,0.0
564,FL,M,70.0,Retired,3,0,DISCOUNT-20%,30 sec cable TV ad,0,"['steak garlic nacho fries', 'mexican pizza', 'steak garlic nacho fries', 'beefy 5 layer burrito']","['diet pepsi', 'diet pepsi', 'baja blast', 'baja blast']",2.0,0.0,2.0
4589,TX,F,29.0,Unemployed,6,0,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Instagram photo ad,1,"['steak garlic nacho fries', 'mexican pizza', 'cheesy bean and rice burrito', 'nachos bellgrande', 'cheesy gordita crunch', 'beefy 5 layer burrito', 'cheesy bean and rice burrito', 'beefy 5 layer burrito', 'cravings box']","['baja blast', 'gatorade', 'brisk', 'baja blast', 'mug root beer', 'baja blast', 'mug root beer']",1.0,7.0,0.0
238,KS,F,24.0,Student,0,14813,DISCOUNT-50%,15 sec TikTok ad,1,['beefy 5 layer burrito'],['starry'],0.0,6.0,5.0
3983,UT,M,21.0,Retail,1,32569,BOGO - Baja Blast,15 sec TikTok ad,1,"['nachos bellgrande', 'cheesy bean and rice burrito']","['baja blast', 'baja blast']",0.0,5.0,5.0
993,TX,F,25.0,Retail,1,34124,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec TikTok ad,1,"['steak garlic nacho fries', 'cravings box', 'steak garlic nacho fries', 'nachos bellgrande', 'crunchy taco', 'crunchy taco', 'chalupa supreme', 'crunchwrap supreme', 'chicken quesadilla']","['mountain dew', 'mug root beer']",2.0,7.0,5.0
2759,WI,M,28.0,Healthcare,2,79877,BOGO - Baja Blast,Instagram photo ad,1,"['nachos bellgrande', 'crunchwrap supreme', 'mexican pizza']","['baja blast', 'baja blast', 'mug root beer']",0.0,5.0,0.0
6915,MS,F,37.0,Retail,1,40649,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,0,"['spicy potato soft taco', 'mexican pizza']","['pepsi', 'diet pepsi']",0.0,7.0,1.0
7451,VT,M,34.0,IT,2,125868,DISCOUNT-10%,15 sec YouTube ad,1,"['chalupa supreme', 'steak garlic nacho fries', 'crunchy taco']","['diet pepsi', 'brisk', 'gatorade']",1.0,1.0,1.0
8384,MO,M,46.0,Government,2,95698,REWARD - Free Baja Blast with purchase of $20 or more,Static Facebook ad,0,"['beefy 5 layer burrito', 'nachos bellgrande', 'chalupa supreme']","['baja blast', 'diet pepsi', 'gatorade']",0.0,4.0,3.0
7828,DE,F,35.0,Retail,2,42370,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Instagram photo ad,0,"['cheesy bean and rice burrito', 'cheesy gordita crunch', 'nachos bellgrande']","['brisk', 'gatorade', 'gatorade']",0.0,7.0,0.0
5222,NJ,F,22.0,Unemployed,2,0,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,1,"['steak garlic nacho fries', 'cravings box', 'chicken quesadilla', 'steak garlic nacho fries', 'cravings box', 'nachos bellgrande', 'cinnamon twists', 'nachos bellgrande', 'chicken quesadilla']","['starry', 'baja blast', 'brisk']",2.0,7.0,1.0
9670,CO,F,41.0,Retail,1,42763,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries', 'steak garlic nacho fries', 'mexican pizza', 'cheesy bean and rice burrito', 'crunchy taco', 'chalupa supreme', 'chalupa supreme', 'soft taco']","['brisk', 'gatorade']",3.0,7.0,1.0
7732,WA,F,36.0,Education,2,62752,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries', 'cinnamon twists']","['diet pepsi', 'brisk', 'mountain dew']",2.0,2.0,1.0
2328,NJ,F,39.0,IT,2,159730,DISCOUNT-20%,15 sec YouTube ad,1,"['cheesy gordita crunch', 'cravings box', 'beefy 5 layer burrito']","['gatorade', 'brisk', 'baja blast']",0.0,0.0,1.0
6022,CO,M,42.0,Retail,1,45230,REWARD - Free Baja Blast with purchase of $20 or more,15 sec YouTube ad,0,"['cheesy bean and rice burrito', 'beefy 5 layer burrito']","['mug root beer', 'diet pepsi']",0.0,4.0,1.0
6100,NY,M,55.0,Government,1,133395,BOGO - Baja Blast,30 sec Hulu commercial,1,"['nachos bellgrande', 'soft taco']","['baja blast', 'baja blast']",0.0,5.0,4.0
9805,IN,M,35.0,Retail,4,38328,DISCOUNT-20%,Instagram photo ad,0,"['beefy 5 layer burrito', 'crunchwrap supreme', 'soft taco', 'spicy potato soft taco', 'spicy potato soft taco']","['mountain dew', 'iced tea', 'starry', 'baja blast', 'diet pepsi']",0.0,0.0,0.0
8481,VT,F,40.0,Retail,6,38366,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,0,"['nachos bellgrande', 'crunchy taco', 'crunchy taco', 'cheesy gordita crunch', 'cheesy bean and rice burrito', 'cinnamon twists', 'crunchy taco']","['iced tea', 'gatorade', 'mountain dew', 'starry', 'mug root beer', 'baja blast', 'mug root beer']",0.0,2.0,1.0
1309,NY,F,32.0,Government,3,71308,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Instagram photo ad,0,"['cheesy bean and rice burrito', 'nachos bellgrande', 'chicken quesadilla', 'soft taco']","['brisk', 'mug root beer', 'mountain dew', 'mug root beer']",0.0,7.0,0.0
1626,NC,F,51.0,Government,3,123723,REWARD - Free Baja Blast with purchase of $20 or more,30 sec Hulu commercial,0,"['nachos bellgrande', 'chalupa supreme', 'nachos bellgrande', 'chicken quesadilla']","['iced tea', 'pepsi', 'iced tea', 'pepsi']",0.0,4.0,4.0
9265,DE,M,43.0,Retail,2,41520,DISCOUNT-20%,15 sec YouTube ad,1,"['crunchy taco', 'crunchwrap supreme', 'cravings box']","['gatorade', 'mountain dew', 'starry']",0.0,0.0,1.0
9911,NC,F,41.0,Food Service,1,33621,DISCOUNT-50%,15 sec YouTube ad,0,"['chicken quesadilla', 'chicken quesadilla']","['iced tea', 'diet pepsi']",0.0,6.0,1.0
3078,CA,F,31.0,Other,1,55785,DISCOUNT-50%,15 sec YouTube ad,0,"['steak garlic nacho fries', 'nachos bellgrande']","['brisk', 'diet pepsi']",1.0,6.0,1.0
7974,FL,F,67.0,Retired,3,0,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,30 sec cable TV ad,0,"['beefy 5 layer burrito', 'cheesy gordita crunch', 'chicken quesadilla', 'spicy potato soft taco']","['gatorade', 'diet pepsi', 'baja blast', 'starry']",0.0,7.0,2.0
3248,WV,M,44.0,IT,2,190190,BOGO - Garlic Steak Nacho Fries,Static Facebook ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries', 'cinnamon twists']","['iced tea', 'mountain dew', 'starry']",2.0,2.0,3.0
6719,AK,M,41.0,Retail,5,42255,DISCOUNT-5%,15 sec YouTube ad,1,"['spicy potato soft taco', 'chalupa supreme', 'nachos bellgrande', 'cheesy bean and rice burrito', 'spicy potato soft taco', 'cheesy gordita crunch']","['starry', 'mountain dew', 'mountain dew', 'brisk', 'brisk', 'gatorade']",0.0,3.0,1.0
551,GA,M,25.0,Unemployed,1,0,DISCOUNT-50%,15 sec TikTok ad,1,"['cravings box', 'crunchy taco']","['pepsi', 'mountain dew']",0.0,6.0,5.0
3215,WI,M,42.0,Healthcare,2,135658,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries', 'chalupa supreme']","['baja blast', 'diet pepsi', 'baja blast']",2.0,2.0,1.0
4040,SC,F,48.0,Education,0,75297,DISCOUNT-10%,Static Facebook ad,0,['crunchwrap supreme'],['gatorade'],0.0,1.0,3.0
7749,AZ,M,48.0,Government,0,103279,BOGO - Baja Blast,30 sec Hulu commercial,0,['steak garlic nacho fries'],['gatorade'],1.0,5.0,4.0
3528,CA,F,26.0,Government,0,64159,DISCOUNT-5%,15 sec TikTok ad,0,['cinnamon twists'],['mug root beer'],0.0,3.0,5.0
6767,CA,M,27.0,Healthcare,0,73373,BOGO - Baja Blast,15 sec TikTok ad,0,['cinnamon twists'],['pepsi'],0.0,5.0,5.0
3254,CA,M,28.0,Government,1,62169,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Instagram photo ad,0,"['spicy potato soft taco', 'chicken quesadilla']","['baja blast', 'pepsi']",0.0,7.0,0.0
4811,AR,M,38.0,Retail,1,38908,DISCOUNT-50%,15 sec YouTube ad,1,"['chalupa supreme', 'cheesy bean and rice burrito']","['baja blast', 'iced tea']",0.0,6.0,1.0
3689,MA,F,48.0,Government,1,105603,DISCOUNT-10%,Static Facebook ad,0,"['beefy 5 layer burrito', 'spicy potato soft taco']","['mug root beer', 'brisk']",0.0,1.0,3.0
9497,TX,F,20.0,Other,2,45193,DISCOUNT-50%,15 sec TikTok ad,1,"['cinnamon twists', 'beefy 5 layer burrito', 'cheesy gordita crunch']","['diet pepsi', 'mountain dew', 'brisk']",0.0,6.0,5.0
3146,CA,M,24.0,Healthcare,0,73041,DISCOUNT-5%,15 sec YouTube ad,1,['crunchwrap supreme'],['diet pepsi'],0.0,3.0,1.0
5977,NY,M,41.0,Retail,2,41543,DISCOUNT-5%,Instagram photo ad,0,"['cheesy gordita crunch', 'nachos bellgrande', 'cinnamon twists']","['mountain dew', 'brisk', 'pepsi']",0.0,3.0,0.0
